network	network_description	activation_delay	compute	number_activations	strategy	strategy_description	version	protocol	machine_duration_s	activations	reward	head_time	head_progress	head_height	head_miner	preference	progress	max_uncles	incentive_scheme	head_work	k	head_kind	subblock_selection
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.082878802	1999|8001	1999.|8001.	9985.87946192	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.086352307	2464|7536	674.|7206.	10078.9347758	7880.	3940					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.097029151	2582|7418	841.|6963.	9938.33358092	7804.	3902					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.084381807	2485|7515	1375.|7407.	10008.1010174	8782.	4391					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.089359909	2489|7511	2489.|7511.	10014.9748954	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.08727223	3370|6630	1066.|6088.	10109.713374	7154.	3577					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.093363316	3275|6725	1544.|5904.	9882.90874842	7448.	3724					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.10481459	3225|6775	1961.|6553.	9981.23430322	8514.	4257					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.09660149	3299|6701	3299.|6701.	10068.5050319	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.088302058	4049|5951	2468.|4654.	9998.84760689	7122.	3561					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.095090771	3974|6026	2650.|5690.	10130.8809701	8340.	4170					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.124620589	3923|6077	1136.|5496.	10126.1834193	6632.	3316					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.097576455	3958|6042	3958.|6042.	9976.32269154	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.097841161	4446|5554	3078.|3938.	10005.5453187	7016.	3508					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.085353366	4466|5534	4466.|5534.	9909.95568944	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.107363964	4453|5547	3205.|5045.	10159.3682648	8250.	4125					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.097334513	5042|4958	3964.|3006.	9958.5424763	6970.	3485					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.091119033	5040|4960	3960.|4292.	9946.30784932	8252.	4126					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.0827335	4924|5076	4924.|5076.	9912.53308713	10000.	5000					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.131049268	1021|8979	8.|8968.	10027.667716	8976.	2244					block		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.359235449	4609|5391	791.|4939.	10114.0567945	5730.	2865					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.140724106	991|9009	920.|9080.	9719.14431204	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.14135133	1985|8015	204.|7832.	9981.30390349	8036.	2009					block		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.141696266	2046|7954	2172.|7828.	10072.2144764	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.141090571	2511|7489	468.|7068.	10250.0772758	7536.	1884					block		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.140783497	2526|7474	2508.|7492.	9722.43639348	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.180033939	3208|6792	1112.|5824.	9792.95458383	6936.	1734					block		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.143011329	3379|6621	3448.|6552.	9872.85070221	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.14467847	4013|5987	3952.|6048.	10174.6457012	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.180324833	4044|5956	2240.|4032.	10098.8149726	6272.	1568					block		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.150634935	4466|5534	4440.|5560.	10198.2438129	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.242446646	4496|5504	3112.|2900.	10156.0227447	6012.	1503					block		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.138848814	5009|4991	5072.|4928.	9985.70243116	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.080491001	961|9039	0.|9036.	9917.27405344	9036.	2259					block		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.250720219	4994|5006	4148.|1592.	10161.9693489	5740.	1435					block		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.084877997	1959|8041	68.|7988.	10068.6673957	8056.	2014					block		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.120541531	982|9018	976.|9024.	10052.4034998	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.084225635	1955|8045	1804.|8196.	10043.5721731	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.08513098	2532|7468	244.|7280.	9932.31090115	7524.	1881					block		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.084802996	2479|7521	2444.|7556.	9905.08553826	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.082932813	3318|6682	3408.|6592.	9850.41030615	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.12404949	3354|6646	792.|6036.	9936.71106952	6828.	1707					block		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.09504227	3953|6047	1580.|4820.	10103.303135	6400.	1600					block		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.10421126	4013|5987	4036.|5964.	9919.80656844	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.110235201	4607|5393	2804.|3220.	9850.90685949	6024.	1506					block		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.113372345	4483|5517	4456.|5544.	10088.5909804	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.096923092	5056|4944	5084.|4916.	9711.39256229	10000.	2500					block		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.110881481	4952|5048	3668.|2212.	10105.0544537	5880.	1470					block		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.129365656	1001|8999	12.|8984.	10017.0616581	8996.	2249					constant		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.142946447	2036|7964	205.|7779.	9944.56494208	7984.	1996					constant		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.174868707	1005|8995	1005.|8995.	10024.9704984	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.145193255	1958|8042	1958.|8042.	10031.5128927	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.141432412	2580|7420	524.|6944.	9914.52780083	7468.	1867					constant		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.151544068	3311|6689	1344.|5504.	10115.1142737	6848.	1712					constant		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.144144241	3272|6728	3272.|6728.	9993.66198975	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.157378012	2402|7598	2402.|7598.	10124.8814736	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.176396166	3885|6115	2087.|4309.	9876.14782806	6396.	1599					constant		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.14577264	4028|5972	4028.|5972.	9985.12870705	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.212230211	4541|5459	3402.|2570.	10055.8027366	5972.	1493					constant		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.212050223	4435|5565	4435.|5565.	10086.6180879	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.080796082	992|9008	5.|9003.	10032.8461821	9008.	2252					constant		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.147769519	4919|5081	4919.|5081.	9954.38546981	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.112288346	963|9037	963.|9037.	9880.62639209	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.262918612	4997|5003	4353.|1371.	9998.15754681	5724.	1431					constant		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	2.496956122	4973|5027	2402.|2900.	9904.37318944	5342.	2671					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.081365589	1938|8062	109.|7971.	9863.40437893	8080.	2020					constant		4	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.090541462	2043|7957	2043.|7957.	9837.66985763	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.08870865	2530|7470	253.|7267.	9797.00096442	7520.	1880					constant		4	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.092367431	2474|7526	2474.|7526.	10040.9806157	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.090827728	3377|6623	3377.|6623.	10199.6751074	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.083891769	3991|6009	1787.|4577.	10129.5889041	6364.	1591					constant		4	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.097905542	3325|6675	840.|5996.	10055.4355204	6836.	1709					constant		4	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.097821725	4001|5999	4001.|5999.	9688.86022781	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.08862913	4485|5515	4485.|5515.	10178.0989755	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.112100464	4487|5513	2738.|3338.	10084.2823246	6076.	1519					constant		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.105781681	5027|4973	5027.|4973.	10069.3055301	10000.	2500					constant		4	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.112661274	5029|4971	4045.|1839.	9926.56783302	5884.	1471					constant		4	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.206015282	963|9037	148.|8960.	9996.48391819	9108.	2277					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.152280166	1016|8984	1016.|8984.	9887.56559332	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.174352439	998|9002	693.|8999.	9996.71679212	9692.	2423					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.192441734	960|9040	112.|8976.	9964.66164328	9088.	2272					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.182553708	1989|8011	534.|7698.	10038.8160305	8232.	2058					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.177789496	1942|8058	1090.|8050.	10016.2952593	9140.	2285					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.176484963	2003|7997	2003.|7997.	9963.55049812	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.188079225	2442|7558	660.|7192.	9864.31191703	7852.	1963					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.216903302	2058|7942	718.|7534.	10017.6937259	8252.	2063					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.221901292	2471|7529	1112.|6900.	9918.10248513	8012.	2003					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	2.436899938	5006|4994	2511.|2817.	9897.64808655	5328.	2664					discount		2	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.16977627	2577|7423	1422.|7382.	10042.8338567	8804.	2201					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.170323825	2525|7475	2525.|7475.	9932.32757235	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.178159839	3330|6670	747.|6261.	9880.60402334	7008.	1752					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.176208295	3297|6703	1738.|6618.	9928.3235478	8356.	2089					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.241158513	3374|6626	2031.|5461.	9970.55017036	7492.	1873					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.190235203	3271|6729	3271.|6729.	9916.06860234	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.193648625	3992|6008	847.|5529.	10091.3390658	6376.	1594					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.184726557	3999|6001	2285.|5679.	10058.2016502	7964.	1991					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.161798571	4018|5982	4018.|5982.	9854.45085493	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.276032961	4063|5937	2974.|4266.	9865.96180375	7240.	1810					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	4.758383613	5004|4996	2827.|2495.	10013.1183428	5322.	2661					constant		2	summary	optimal
